id,name,status_name,type_name,agency_name,age,date_of_birth,date_of_death,nationality__nationality_name
122,Kenneth Ham,Retired,Government,National Aeronautics and Space Administration,60.0,1964-12-12,,
220,Julie Payette,Retired,Government,Canadian Space Agency,61.0,1963-10-20,,
412,Donald R. McMonagle,Retired,Government,National Aeronautics and Space Administration,73.0,1952-05-14,,
32,John Young,Deceased,Government,National Aeronautics and Space Administration,87.0,1930-09-24,2018-01-05,
475,Michael P. Anderson,Lost In Flight,Government,National Aeronautics and Space Administration,43.0,1959-12-28,2003-02-01,
548,Michael T. Good,Retired,Government,National Aeronautics and Space Administration,62.0,1962-10-13,,
455,Winston E. Scott,Retired,Government,National Aeronautics and Space Administration,75.0,1950-08-06,,
539,Dominic A. Antonelli,Retired,Government,National Aeronautics and Space Administration,58.0,1967-08-23,,
403,Charles D. Gemar,Retired,Government,National Aeronautics and Space Administration,70.0,1955-08-04,,
420,Mario Runco Jr.,Retired,Government,National Aeronautics and Space Administration,73.0,1952-01-26,,
503,Mike Massimino,Retired,Government,National Aeronautics and Space Administration,63.0,1962-08-19,,
219,Viktor Patsayev,Lost In Flight,Government,Russian Federal Space Agency (ROSCOSMOS),38.0,1933-06-19,1971-06-30,
93,Georgy Dobrovolsky,Lost In Flight,Government,Russian Federal Space Agency (ROSCOSMOS),43.0,1928-06-01,1971-06-30,
203,Chiaki Mukai,Retired,Government,Japan Aerospace Exploration Agency,73.0,1952-05-06,,
486,Stephen Frick,Retired,Government,National Aeronautics and Space Administration,60.0,1964-09-30,,
328,Robert Crippen,Retired,Government,National Aeronautics and Space Administration,87.0,1937-09-11,,
530,Leland D. Melvin,Retired,Government,National Aeronautics and Space Administration,61.0,1964-02-15,,
381,Kenneth D. Cameron,Retired,Government,National Aeronautics and Space Administration,75.0,1949-11-29,,
244,Hans Schlegel,Retired,Government,European Space Agency,74.0,1951-08-03,,
343,Brewster H. Shaw,Retired,Government,National Aeronautics and Space Administration,80.0,1945-05-16,,
361,Kathryn D. Sullivan,Retired,Government,National Aeronautics and Space Administration,73.0,1951-10-03,,
376,David Leestma,Retired,Government,National Aeronautics and Space Administration,76.0,1949-05-06,,
188,Steve MacLean,Retired,Government,Canadian Space Agency,70.0,1954-12-14,,
758,Walter Villadei,Active,Government,Italian Air Force,51.0,1974-04-29,,
774,Marcus Wandt,In-Training,Government,European Space Agency,44.0,1980-09-22,,
766,Alper Gezeravci,Active,Government,Turkish Air Force,45.0,1979-12-02,,
210,Andriyan Nikolayev,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),74.0,1929-09-05,2004-07-03,
33,Pete Conrad,Deceased,Government,National Aeronautics and Space Administration,69.0,1930-06-02,1999-06-08,
31,Thomas P. Stafford,Deceased,Government,National Aeronautics and Space Administration,93.0,1930-09-17,2024-03-18,
311,Ken Mattingly,Deceased,Government,National Aeronautics and Space Administration,87.0,1936-03-17,2023-10-31,
84,Valery Bykovsky,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),84.0,1934-08-02,2019-03-27,
189,Oleg Grigoryevich Makarov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),70.0,1933-01-06,2003-05-28,
141,David Hilmers,Retired,Government,National Aeronautics and Space Administration,75.0,1950-01-28,,
348,James Buchli,Retired,Government,National Aeronautics and Space Administration,80.0,1945-06-20,,
384,Sidney M. Gutierrez,Retired,Government,National Aeronautics and Space Administration,74.0,1951-06-27,,
805,Sławosz Uznański,Active,Government,European Space Agency,41.0,1984-04-12,,
804,Shubhanshu Shukla,Active,Unknown,Indian Space Research Organization,39.0,1985-10-10,,
806,Tibor Kapu,Active,Government,Hungarian Ministry of Foreign Affairs and Trade,33.0,1991-11-05,,
129,Henry 'Hank' Hartsfield,Deceased,Government,National Aeronautics and Space Administration,80.0,1933-11-21,2014-07-14,
377,John M. Lounge,Deceased,Government,National Aeronautics and Space Administration,64.0,1946-06-28,2011-03-01,
481,Carlos I. Noriega,Retired,Government,National Aeronautics and Space Administration,65.0,1959-10-08,,
338,Frederick D. Gregory,Retired,Government,National Aeronautics and Space Administration,84.0,1941-01-07,,
588,Charles D. Walker,Retired,Government,National Aeronautics and Space Administration,77.0,1948-08-29,,
29,Frank Borman,Deceased,Government,National Aeronautics and Space Administration,95.0,1928-03-14,2023-11-07,
67,Yuri Baturin,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),76.0,1949-06-12,,
243,Svetlana Savitskaya,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),77.0,1948-08-08,,
98,Reinhold Ewald,Retired,Government,European Space Agency,68.0,1956-12-18,,
473,Susan Kilrain,Retired,Government,National Aeronautics and Space Administration,63.0,1961-10-24,,
614,Gregory T. Linteris,Retired,Payload Specialist,National Aeronautics and Space Administration,67.0,1957-10-04,,
613,Roger K. Crouch,Retired,Payload Specialist,National Aeronautics and Space Administration,84.0,1940-09-12,,
334,Michael Coats,Retired,Government,National Aeronautics and Space Administration,79.0,1946-01-16,,
124,Lloyd Hammond,Retired,Government,National Aeronautics and Space Administration,73.0,1952-01-16,,
326,Robert A. Parker,Retired,Government,National Aeronautics and Space Administration,88.0,1936-12-14,,
587,Byron K. Lichtenberg,Retired,Government,National Aeronautics and Space Administration,77.0,1948-02-19,,
201,Mamoru Mohri,Retired,Government,Japan Aerospace Exploration Agency,77.0,1948-01-29,,
95,Pedro Duque,Retired,Government,European Space Agency,62.0,1963-03-14,,
459,Mary Ellen Weber,Retired,Government,National Aeronautics and Space Administration,63.0,1962-01-01,,
175,Valeri Kubasov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),79.0,1935-01-07,2014-02-19,
268,Michel Tognini,Retired,Government,European Space Agency,75.0,1949-09-30,,
227,Pavel Popovich,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),78.0,1930-10-05,2009-09-29,
127,Bernard Harris,Retired,Government,National Aeronautics and Space Administration,69.0,1956-06-26,,
396,Charles L. Veach,Deceased,Government,National Aeronautics and Space Administration,51.0,1944-09-18,1995-10-03,
130,"Frederick ""Rick"" Hauck",Retired,Government,National Aeronautics and Space Administration,84.0,1941-04-11,,
36,David Scott,Retired,Government,National Aeronautics and Space Administration,93.0,1932-06-06,,
114,Yury Glazkov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),69.0,1939-10-02,2008-12-09,
436,Ronald M. Sega,Retired,Government,National Aeronautics and Space Administration,72.0,1952-12-04,,
355,George Nelson,Retired,Government,National Aeronautics and Space Administration,75.0,1950-07-13,,
655,Eytan Stibbe,Occasional Spaceflight,Private,Axiom Space,67.0,1958-01-12,,
656,Mark Pathy,Occasional Spaceflight,Private,Axiom Space,55.0,1970-01-01,,
654,Larry Connor,Occasional Spaceflight,Private,Axiom Space,75.0,1950-01-07,,
446,Charles E. Brady Jr.,Deceased,Government,National Aeronautics and Space Administration,54.0,1951-08-12,2006-07-23,
102,Jean-Jacques Favier,Deceased,Government,National Center of Space Research,73.0,1949-04-13,2023-03-19,
336,John Oliver Creighton,Retired,Government,National Aeronautics and Space Administration,82.0,1943-04-28,,
424,William G. Gregory,Retired,Government,National Aeronautics and Space Administration,68.0,1957-05-14,,
327,Karol J. Bobko,Deceased,Government,National Aeronautics and Space Administration,85.0,1937-12-23,2023-08-17,
344,Loren Shriver,Retired,Government,National Aeronautics and Space Administration,80.0,1944-09-23,,
368,Bryan D. O'Connor,Retired,Government,National Aeronautics and Space Administration,78.0,1946-09-06,,
499,Laurel Clark,Lost In Flight,Government,National Aeronautics and Space Administration,41.0,1961-03-10,2003-02-01,
494,David M. Brown,Lost In Flight,Government,National Aeronautics and Space Administration,46.0,1956-04-16,2003-02-01,
492,William C. McCool,Lost In Flight,Government,National Aeronautics and Space Administration,41.0,1961-09-23,2003-02-01,
229,Ilan Ramon,Lost In Flight,Government,Israeli Space Agency,48.0,1954-06-20,2003-02-01,
612,Albert Sacco,Retired,Payload Specialist,National Aeronautics and Space Administration,76.0,1949-05-03,,
611,Frederick W. Leslie,Retired,Payload Specialist,National Aeronautics and Space Administration,73.0,1951-12-19,,
615,Jay C. Buckey,Retired,Payload Specialist,National Aeronautics and Space Administration,69.0,1956-06-06,,
616,James A. Pawelczyk,Retired,Payload Specialist,National Aeronautics and Space Administration,64.0,1960-09-20,,
85,Maurizio Cheli,Retired,Government,European Space Agency,66.0,1959-05-04,,
62,Yury Artyukhin,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),68.0,1930-06-22,1998-08-04,
159,Leonid Kadeniuk,Deceased,Government,National Space Agency of Ukraine,67.0,1951-01-28,2018-01-31,
289,Naoko Yamazaki,Retired,Government,Japan Aerospace Exploration Agency,54.0,1970-12-27,,
554,James Dutton,Retired,Government,National Aeronautics and Space Administration,56.0,1968-11-20,,
561,Dorothy Metcalf-Lindenburger,Retired,Government,National Aeronautics and Space Administration,50.0,1975-05-15,,
354,Mike Mullane,Retired,Government,National Aeronautics and Space Administration,79.0,1945-09-10,,
297,Zhang Xiaoguang,Active,Government,China National Space Administration,59.0,1966-05-01,,
358,Sally Ride,Deceased,Government,National Aeronautics and Space Administration,61.0,1951-05-26,2012-07-23,
362,James van Hoften,Retired,Government,National Aeronautics and Space Administration,81.0,1944-06-11,,
371,James P. Bagian,Retired,Government,National Aeronautics and Space Administration,73.0,1952-02-22,,
28,James McDivitt,Deceased,Government,National Aeronautics and Space Administration,93.0,1929-06-10,2022-10-13,
351,Dale Gardner,Deceased,Government,National Aeronautics and Space Administration,65.0,1948-11-08,2014-02-19,
610,Martin J. Fettman,Retired,Payload Specialist,National Aeronautics and Space Administration,68.0,1956-12-31,,
387,James C. Adamson,Retired,Government,National Aeronautics and Space Administration,79.0,1946-03-03,,
498,Charles Camarda,Retired,Government,National Aeronautics and Space Administration,73.0,1952-05-08,,
137,José Hernández,Retired,Government,National Aeronautics and Space Administration,62.0,1962-09-07,,
221,Philippe Perrin,Retired,Government,National Center of Space Research,62.0,1963-01-06,,
606,Eugene H. Trinh,Retired,Payload Specialist,National Aeronautics and Space Administration,74.0,1950-09-14,,
605,Lawrence J. DeLucas,Retired,Payload Specialist,National Aeronautics and Space Administration,75.0,1950-07-11,,
138,John Herrington,Retired,Government,National Aeronautics and Space Administration,66.0,1958-09-14,,
778,Marina Vasilevskaya,In-Training,Government,Russian Federal Space Agency (ROSCOSMOS),,,,
414,Kenneth S. Reightler Jr.,Retired,Government,National Aeronautics and Space Administration,74.0,1951-03-24,,
366,Guy Gardner,Retired,Government,National Aeronautics and Space Administration,77.0,1948-01-06,,
349,John M. Fabian,Retired,Government,National Aeronautics and Space Administration,86.0,1939-01-28,,
319,Joseph P. Allen,Retired,Government,National Aeronautics and Space Administration,88.0,1937-06-27,,
419,Bruce E. Melnick,Retired,Government,National Aeronautics and Space Administration,75.0,1949-12-05,,
318,William E. Thornton,Deceased,Government,National Aeronautics and Space Administration,90.0,1929-04-14,2020-01-14,
312,Bruce McCandless II,Deceased,Government,National Aeronautics and Space Administration,80.0,1937-06-08,2017-12-21,
508,Paul W. Richards,Retired,Government,National Aeronautics and Space Administration,61.0,1964-05-20,,
39,Richard F. Gordon Jr.,Deceased,Government,National Aeronautics and Space Administration,88.0,1929-10-05,2017-11-06,
518,Gregory C. Johnson,Retired,Government,National Aeronautics and Space Administration,71.0,1954-07-30,,
520,William Oefelein,Dismissed,Government,National Aeronautics and Space Administration,60.0,1965-03-29,,
140,Joan Higginbotham,Retired,Government,National Aeronautics and Space Administration,61.0,1964-08-03,,
506,Lisa Nowak,Dismissed,Government,National Aeronautics and Space Administration,62.0,1963-05-10,,
529,Stanley G. Love,Retired,Government,National Aeronautics and Space Administration,60.0,1965-06-08,,
531,Barbara Morgan,Retired,Government,National Aeronautics and Space Administration,73.0,1951-11-28,,
184,Liu Wang,Active,Government,China National Space Administration,56.0,1969-03-25,,
27,Wally Schirra,Deceased,Government,National Aeronautics and Space Administration,84.0,1923-03-12,2007-05-03,
330,Robert F. Overmyer,Deceased,Government,National Aeronautics and Space Administration,59.0,1936-07-14,1996-03-22,
360,Robert L. Stewart,Retired,Government,National Aeronautics and Space Administration,83.0,1942-05-10,,
300,Alfred Worden,Deceased,Government,National Aeronautics and Space Administration,88.0,1932-02-07,2020-03-18,
346,Donald E. Williams,Deceased,Government,National Aeronautics and Space Administration,74.0,1942-02-13,2016-02-23,
620,Richard Garriott,Retired,Non-Astronaut Passenger,,64.0,1961-07-04,,
271,Bjarni Tryggvason,Deceased,Government,Canadian Space Agency,76.0,1945-09-21,2022-04-06,
58,Vladimir Aksyonov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),89.0,1935-02-01,2024-04-09,
193,Yury Malyshev,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),58.0,1941-08-27,1999-11-08,
659,Klim Shipenko,Occasional Spaceflight,Non-Astronaut Passenger,Russian Federal Space Agency (ROSCOSMOS),42.0,1983-06-16,,
669,Yulia Peresild,Occasional Spaceflight,Non-Astronaut Passenger,Russian Federal Space Agency (ROSCOSMOS),37.0,1987-09-05,,
667,Yusaku Maezawa,Active,Private,Space Adventures,49.0,1975-11-22,,
668,Yozo Hirano,Occasional Spaceflight,Private,Space Adventures,40.0,1985-01-01,,
280,Igor Volk,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),79.0,1937-04-12,2017-01-03,
202,Boris Morukov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),64.0,1950-10-01,2015-01-01,
264,Gerhard Thiele,Retired,Government,European Space Agency,72.0,1953-09-02,,
38,Michael Collins,Deceased,Government,National Aeronautics and Space Administration,90.0,1930-10-31,2021-04-28,
37,Gene Cernan,Deceased,Government,National Aeronautics and Space Administration,82.0,1934-03-14,2017-01-16,
485,Duane G. Carey,Retired,Government,National Aeronautics and Space Administration,68.0,1957-04-30,,
373,Mary L. Cleave,Deceased,Government,National Aeronautics and Space Administration,76.0,1947-02-05,2023-11-27,
621,Guy Laliberté,Retired,Non-Astronaut Passenger,,66.0,1959-09-02,,
484,Yi So-yeon,Retired,Government,Korean Astronaut Program,47.0,1978-06-02,,
254,Sheikh Muszaphar Shukor,Active,Government,Malaysian National Space Agency,53.0,1972-07-27,,
618,Anousheh Ansari,Retired,Non-Astronaut Passenger,,58.0,1966-09-12,,
105,Anatoly Filipchenko,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),94.0,1928-02-26,2022-08-07,
45,Donn F. Eisele,Deceased,Government,National Aeronautics and Space Administration,57.0,1930-06-23,1987-12-02,
44,Walter Cunningham,Deceased,Government,National Aeronautics and Space Administration,90.0,1932-03-16,2023-01-03,
504,Lee Morin,Retired,Government,National Aeronautics and Space Administration,72.0,1952-09-09,,
558,Robert Satcher,Retired,Government,National Aeronautics and Space Administration,59.0,1965-09-22,,
389,Mark N. Brown,Retired,Government,National Aeronautics and Space Administration,73.0,1951-11-18,,
43,Alan Bean,Deceased,Government,National Aeronautics and Space Administration,86.0,1932-03-15,2018-05-26,
47,Rusty Schweickart,Retired,Government,National Aeronautics and Space Administration,89.0,1935-10-25,,
286,Ulrich Walter,Retired,Government,German Aerospace Center,71.0,1954-02-09,,
629,Vladimir Shatalov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),93.0,1927-12-08,2021-06-15,
380,Robert C. Springer,Retired,Government,National Aeronautics and Space Administration,83.0,1942-05-21,,
249,Yuri Shargin,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),65.0,1960-03-20,,
622,Mark Shuttleworth,Retired,Non-Astronaut Passenger,,51.0,1973-09-18,,
225,Marcos Pontes,Active,Government,Brazilian Space Agency,62.0,1963-03-11,,
617,Gregory Olsen,Retired,Non-Astronaut Passenger,,80.0,1945-04-20,,
631,Nikolay Rukavishnikov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),70.0,1932-09-18,2002-10-19,
57,Aidyn Aimbetov,Active,Government,National Space Agency of the Republic of Kazakhstan,53.0,1972-07-27,,
59,Aleksandr Panayotov Aleksandrov,Retired,Government,Bulgarian Space Agency,73.0,1951-12-01,,
173,Konstantin Kozeyev,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),57.0,1967-12-01,,
24,Gordon Cooper,Deceased,Government,National Aeronautics and Space Administration,77.0,1927-03-06,2004-10-04,
305,Joe Engle,Deceased,Government,National Aeronautics and Space Administration,91.0,1932-08-26,2024-07-10,
4,Buzz Aldrin,Retired,Government,National Aeronautics and Space Administration,95.0,1930-01-20,,
681,John Shoffner,Occasional Spaceflight,Private,Axiom Space,70.0,1955-07-27,,
754,Rayyanah Barnawi,Active,Government,Saudi Space Agency,,,,
753,Ali AlQarni,Active,Government,Saudi Space Agency,,,,
25,John Glenn,Deceased,Government,National Aeronautics and Space Administration,95.0,1921-07-18,2016-12-08,
604,Millie Hughes-Fulford,Deceased,Government,National Aeronautics and Space Administration,75.0,1945-12-21,2021-02-04,
603,F. Drew Gaffney,Retired,Payload Specialist,National Aeronautics and Space Administration,79.0,1946-06-09,,
22,Deke Slayton,Deceased,Government,National Aeronautics and Space Administration,69.0,1924-03-01,1993-06-13,
315,Stuart Roosa,Deceased,Government,National Aeronautics and Space Administration,61.0,1933-08-16,1994-12-12,
630,Aleksei Yeliseyev,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),91.0,1934-07-13,,
107,Dirk Frimout,Retired,Government,European Space Agency,84.0,1941-03-21,,
657,Jared Isaacman,Active,Private,SpaceX,42.0,1983-02-11,,
200,Abdul Ahad Mohmand,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),66.0,1959-01-01,,
463,Joe F. Edwards Jr.,Retired,Government,National Aeronautics and Space Administration,67.0,1958-02-03,,
332,Richard H. Truly,Deceased,Government,National Aeronautics and Space Administration,86.0,1937-11-12,2024-02-27,
340,Jon McBride,Deceased,Government,National Aeronautics and Space Administration,80.0,1943-08-14,2024-08-07,
589,Paul Scully-Power,Retired,Government,National Aeronautics and Space Administration,81.0,1944-05-28,,
304,Charles Duke,Retired,Government,National Aeronautics and Space Administration,89.0,1935-10-03,,
80,Roberta Bondar,Retired,Government,Canadian Space Agency,79.0,1945-12-04,,
623,Dennis Tito,Retired,Non-Astronaut Passenger,,85.0,1940-08-08,,
350,Anna Lee Fisher,Retired,Government,National Aeronautics and Space Administration,76.0,1949-08-24,,
353,Ronald McNair,Lost In Flight,Government,National Aeronautics and Space Administration,35.0,1950-10-21,1986-01-28,
191,Franco Malerba,Retired,Government,Italian Space Agency,78.0,1946-10-10,,
100,Muhammed Faris,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),74.0,1951-05-26,,
134,Thomas Hennen,Retired,Government,National Aeronautics and Space Administration,73.0,1952-08-17,,
365,Roy D. Bridges Jr.,Retired,Government,National Aeronautics and Space Administration,82.0,1943-07-19,,
133,Karl Henize,Deceased,Government,National Aeronautics and Space Administration,66.0,1926-10-17,1993-10-05,
594,John-David F. Bartoe,Retired,Government,US Navy,80.0,1944-11-17,,
593,Loren Acton,Retired,Payload Specialist,Lockheed Martin,89.0,1936-03-07,,
329,C. Gordon Fullerton,Deceased,Government,National Aeronautics and Space Administration,76.0,1936-10-11,2013-08-21,
321,Anthony W. England,Retired,Government,National Aeronautics and Space Administration,83.0,1942-05-15,,
418,Mae Jemison,Retired,Government,National Aeronautics and Space Administration,68.0,1956-10-17,,
231,Vladimír Remek,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),76.0,1948-09-26,,
64,Toktar Aubakirov,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),79.0,1946-07-27,,
276,Franz Viehböck,Retired,Government,Austrian Space Agency,65.0,1960-08-24,,
136,Mirosław Hermaszewski,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),83.0,1941-09-15,,
182,Anatoli Levchenko,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),47.0,1941-05-05,1988-08-06,
106,Klaus-Dietrich Flade,Retired,Government,German Aerospace Center,73.0,1952-08-21,,
76,Ivan Bella,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),61.0,1964-05-25,,
628,Toyohiro Akiyama,Retired,Non-Astronaut Passenger,,83.0,1942-06-22,,
251,Rakesh Sharma,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),76.0,1949-01-13,,
245,Helen Sharman,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),62.0,1963-05-30,,
640,Hazza Al Mansouri,Active,Government,Mohammed bin Rashid Space Centre,41.0,1983-12-13,,
156,Sigmund Jähn,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),82.0,1937-02-13,2019-09-21,
101,Bertalan Farkas,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),76.0,1949-08-02,,
261,Arnaldo Tamayo Méndez,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),83.0,1942-01-29,,
119,Jügderdemidiin Gürragchaa,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),77.0,1947-12-05,,
222,Phạm Tuân,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),78.0,1947-02-14,,
228,Dumitru Prunariu,Retired,Government,Russian Federal Space Agency (ROSCOSMOS),72.0,1952-09-27,,
308,James Irwin,Deceased,Government,National Aeronautics and Space Administration,61.0,1930-03-17,1991-08-08,
375,William Frederick Fisher,Retired,Government,National Aeronautics and Space Administration,79.0,1946-04-01,,
241,Sultan bin Salman Al Saud,Retired,Non-Astronaut Passenger,Space Research Institute of Saudi Arabia,69.0,1956-06-27,,
75,Patrick Baudry,Retired,Government,National Center of Space Research,79.0,1946-03-06,,
213,Wubbo Ockels,Deceased,Government,European Space Agency,68.0,1946-03-28,2014-05-18,
197,Ernst Messerschmid,Retired,Government,German Aerospace Center,80.0,1945-05-21,,
109,Reinhard Furrer,Deceased,Government,German Aerospace Center,54.0,1940-11-25,1995-09-09,
181,Alexey Leonov,Deceased,Government,Russian Federal Space Agency (ROSCOSMOS),85.0,1934-05-30,2019-10-11,
784,Taylor Gun-Jin Wang,Retired,Government,National Aeronautics and Space Administration,85.0,1940-06-16,,
592,Lodewijk van den Berg,Deceased,Government,National Aeronautics and Space Administration,90.0,1932-03-24,2022-10-16,
309,Don L. Lind,Deceased,Government,National Aeronautics and Space Administration,92.0,1930-05-18,2022-08-30,
591,Edwin Jacob Garn,Retired,Non-Astronaut Passenger,National Aeronautics and Space Administration,92.0,1932-10-12,,
339,S. David Griggs,Died While In Active Service,Government,National Aeronautics and Space Administration,49.0,1939-09-07,1989-06-17,
342,Dick Scobee,Lost In Flight,Government,National Aeronautics and Space Administration,46.0,1939-05-19,1986-01-28,
128,Terry Hart,Retired,Government,National Aeronautics and Space Administration,78.0,1946-10-27,,
206,Rodolfo Neri Vela,Retired,Government,National Aeronautics and Space Administration,73.0,1952-02-19,,
379,Sherwood C. Spring,Retired,Government,National Aeronautics and Space Administration,80.0,1944-09-03,,
41,William Anders,Deceased,Government,National Aeronautics and Space Administration,90.0,1933-10-17,2024-06-07,
597,Robert J. Cenker,Retired,Payload Specialist,National Aeronautics and Space Administration,76.0,1948-11-05,,
596,Bill Nelson,Retired,Non-Astronaut Passenger,National Aeronautics and Space Administration,82.0,1942-09-29,,
21,Alan Shepard,Deceased,Government,National Aeronautics and Space Administration,74.0,1923-11-18,1998-07-21,
313,Edgar Mitchell,Deceased,Government,National Aeronautics and Space Administration,85.0,1930-09-17,2016-02-04,
357,Judith Resnik,Lost In Flight,Government,National Aeronautics and Space Administration,36.0,1949-04-05,1986-01-28,
49,Fred Haise,Retired,Government,National Aeronautics and Space Administration,91.0,1933-11-14,,
316,Jack Swigert,Deceased,Government,National Aeronautics and Space Administration,51.0,1931-08-30,1982-12-27,
30,Neil Armstrong,Deceased,Government,National Aeronautics and Space Administration,82.0,1930-08-05,2012-08-25,
322,William B. Lenoir,Deceased,Government,National Aeronautics and Space Administration,71.0,1939-03-14,2010-08-26,
